種別,機種名,シリーズ名,キャリア,初期設定方法を見る,製品画像URL,"4Gデータ通信
（楽天回線／KDDI回線）",5Gデータ通信,"通話
（楽天回線／KDDI回線）","SMS
（楽天回線)","SMS
（KDDI回線)",SMS,確認SIMタイプ,"APN自動設定
海外／国内",接続先回線切替,ETWS,"緊急呼時の高精度な位置情報測位
",デュアルSIM,確認済OS/SWバージョン,特記コメント,Rakuten Link動作確認結果,非公式スマホ,動作確認済モデル番号,備考,記載日,対応製品,AIチャット非表示製品
タブレット,HUAWEI MediaPad M5 lite,HUAWEI,その他（SIMフリーデバイス）,,,〇,-,×,〇,×,×,nano,△,△,-,-,,Android 8.0.0 / BAH2-L09 8.0.0.257,,,,,,2020/6/22,,
タブレット,HUAWEI MediaPad M5 lite 8,HUAWEI,その他（SIMフリーデバイス）,,,〇,-,×,〇,×,×,nano,△,△,-,-,,Android 9 / 9.1.9.295(C635xxxxx),,,,,,2020/6/15,,
タブレット,HUAWEI MediaPad T1 7.0 LTE,HUAWEI,その他（SIMフリーデバイス）,,,×(楽天回線のみ○),-,×,〇,×,×,micro,△,△,-,-,,Android 6.0 / BGO-DL09C229B013,,,,,通話機能あり,2020/7/27,,
タブレット,HUAWEI MediaPad T2 7.0 Pro,HUAWEI,その他（SIMフリーデバイス）,,,×,-,×,×,×,×,nano,△,△,-,-,,Android 5.1.1 / PLE-701LC229B006,,,,,通話機能あり,2020/8/3,,
タブレット,HUAWEI MediaPad T2 8 Pro,HUAWEI,その他（SIMフリーデバイス）,,,×,-,×,×,×,×,nano,△,△,-,-,,Android 6.0.1 / JDN-L01C229B007,,,,,通話機能あり,2020/7/20,,
タブレット,HUAWEI MediaPad T2 Pro 605HW,HUAWEI,ソフトバンク,,,×,-,-,×,×,×,nano,△,△,-,-,,Android 6.0.1 / FDR-A05LC293B027,,,,,通話機能なし,2020/7/20,,
タブレット,HUAWEI MediaPad T3,HUAWEI,その他（SIMフリーデバイス）,,,×,-,×,×,×,×,nano,△,△,-,-,,Android 7.0 / KOB-L09C229B280,,,,,通話機能あり,2020/7/13,,
タブレット,HUAWEI MediaPad T3 10,HUAWEI,その他（SIMフリーデバイス）,,,×,-,×,×,×,×,nano,△,△,-,-,,Android 7.0 / AGS-L09C229B280,,,,,通話機能あり,2020/7/20,,
タブレット,HUAWEI MediaPad T5,HUAWEI,その他（SIMフリーデバイス）,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,-,-,,Android 8.0.0 / AGS2-L09 8.0.0.283,,,,,通話機能あり,2020/6/29,,
タブレット,dtab Compact d-02H,HUAWEI,NTTドコモ,,,×,-,-,×,×,×,micro,△,△,-,-,,Android 5.1.1　/　17120102,,,,,通話機能なし,2020/6/15,,
タブレット,dtab d-41A,SHARP,NTTドコモ,,,×(楽天回線のみ○),-,-,〇,×,×,nano,△,△,-,-,,Android 10　/　38JP_1_550,,,,,通話機能なし,2021/2/5,,
タブレット,ZenPad 10 Z301MFL,ASUS,その他（SIMフリーデバイス）,,,〇,-,-,〇,×,×,micro,△,△,-,-,,Android 7.0 / 180705 070011004_201704210017,,,,,通話機能なし,2020/8/3,,
タブレット,ZenPad 10 Z300CNL,ASUS,その他（SIMフリーデバイス）,,,〇,-,-,〇,×,×,micro,△,△,-,-,,Android 6.0.1 / MMB29P.JP_epad-13.8.1.69-20161209 060020723_201603020037,,,,,通話機能なし,2020/8/3,,
タブレット,ZenPad 3S 10,ASUS,その他（SIMフリーデバイス）,,,×,-,-,〇,×,×,micro,△,△,-,-,,Android 7.0 / NRD90M.JP_ASUS_P00I-V5.4.0-20170711 070010964_201702100100,,,,,通話機能なし,2020/7/20,,
タブレット,ZenPad3 8.0,ASUS,その他（SIMフリーデバイス）,,,〇,-,×,〇,×,×,micro,△,△,-,-,,Android 7.0 / NRD90M.JP_P008-V5.5.0-20170616 070010909_201611230007,,,,,通話機能あり,2020/7/27,,
タブレット,ZenPad 8,ASUS,その他（SIMフリーデバイス）,,,〇,-,×,〇,×,×,micro,△,△,-,-,,Android 6.0.1 / MMB29M.JP_P024-V5.9.3-20170411 060020704_201602040034,,,,,通話機能あり,2020/7/27,,
タブレット,Lenovo TAB5,その他,ソフトバンク,,,×,-,-,×,×,×,nano,△,△,-,-,,Android 9 / 801LV_S000077_200509,,,,,通話機能なし,2020/6/15,,
タブレット,Lenovo TAB6 A101LV,その他,ソフトバンク,,,×(楽天回線のみ○),〇,-,〇,×,×,nano,△,△,-,-,,Android 11 / A101LV_S000126_211210_Q6350_JP,,,,,通話機能なし,2022/3/29,,
タブレット,Lenovo TAB7 A301LV,その他,ソフトバンク,,,〇,〇,-,〇,×,×,nano,△,△,-,-,,Android 13 / A301LV_S000300_230725_Q6375_JP,,,,,通話機能なし,2023/12/11,,
タブレット,Lenovo TAB2 501LV,その他,ワイモバイル,,,×(楽天回線のみ○),-,-,〇,×,×,micro,△,△,-,-,,Android 5.0.2 / 501LV_YM00006_170713,,,,,通話機能なし,2020/8/3,,
タブレット,Galaxy Tab S9 FE+ 5G SCT22,その他,au,,,〇,〇,-,〇,〇,〇,nano,△,△,-,-,,Android 13 / TP1A.220624.014.SCT22KDS1AWK1,,,,,通話機能未検証,2023/12/29,,
タブレット,Qua tab QZ8 KYT32,その他,au,,,×,-,-,×,×,×,nano,△,△,-,-,,Android 8.1.0　/　3.140SI,,,,,"通話機能なし
データ通信　：KDDI回線のみ〇",2020/6/15,,
タブレット,Qua tab QZ10 KYT33,その他,au,,,×(KDDI回線のみ○),-,-,×,×,×,nano,△,△,-,-,,Android 8.1.0　/　3.140VE,,,,,"通話機能なし
データ通信　：KDDI回線のみ〇",2020/6/22,,
タブレット,Qua tab PZ LGT32,その他,au,,,×,-,-,×,×,×,nano,△,△,-,-,,Android 7.0　/　NRD90U,,,,,通話機能なし,2020/7/27,,
タブレット,Qua tab 02 HWT31,HUAWEI,au,,,×,-,-,×,×,×,nano,△,△,-,-,,Android 5.1.1　/　FDR-A04LC001B029,,,,,通話機能なし,2020/8/3,,
タブレット,Qua tab PX LGT31,その他,au,,,×,-,-,×,×,×,nano,△,△,-,-,,Android 7.0　/　NRD90U,,,,,通話機能なし,2020/8/3,,
タブレット,arrows Tab F-04H,FCNT,NTTドコモ,,,×,-,-,〇,×,×,nano,△,△,-,-,,Android 7.1.1　/　V14R048H,,,,,"通話機能なし
データ通信　：楽天回線のみ〇",2020/6/15,,
タブレット,arrows Tab F-02K,FCNT,NTTドコモ,,,×(楽天回線のみ○),-,-,〇,×,×,nano,△,△,-,-,,Android 9　/　V72R047A,,,,,"通話機能なし
データ通信　：楽天回線のみ〇",2020/6/22,,
タブレット,Lenovo TAB4 701LV,その他,ソフトバンク,,,×(楽天回線のみ○),-,-,〇,×,×,nano,△,△,-,-,,Android 7.1.1　/　701LV_SO05_20171215,,,,,"通話機能なし
データ通信　：楽天回線のみ〇",2020/6/29,,
タブレット,Lenovo TAB4 702LV,その他,ワイモバイル,,,×(楽天回線のみ○),-,-,〇,×,×,nano,△,△,-,-,,Android 7.1.1　/　702LV_SO18_171215,,,,,"通話機能なし
データ通信　：楽天回線のみ〇",2020/6/29,,
タブレット,Lenovo TAB3 601LV,その他,ソフトバンク,,,×(楽天回線のみ○),-,-,〇,×,×,micro,△,△,-,-,,Android 6.0　/　601LV_S_S100024_180105,,,,,"通話機能なし
データ通信　：楽天回線のみ〇",2020/7/20,,
タブレット,Lenovo Tab M10a 5G LET02,その他,au,,,〇,〇,-,〇,×,×,nano,△,△,-,-,,Android 13 / LET02_S000221_231115_Q6375_JP,,,,,通話機能なし,2024/4/3,,
タブレット,Lenovo Tab P11 5G,その他,au,,,〇,〇,-,〇,〇,〇,nano,△,△,-,-,,Android 12　/　TB-J607Z_S520149_221223_ROW,,,,,通話機能なし,2023/4/4,,
モバイルルーター,Aterm MP02LN,NEC Platforms,楽天モバイル,,,〇,-,-,-,-,-,nano,-,〇,-,-,,1.0.2,,,,,APN自動設定は海外対応していない(国際ローミング非対応)ため×ですが公式ルータです。,2020/6/22,〇,
モバイルルーター,Aterm MR05LN RW,NEC Platforms,楽天モバイル,,,〇,-,-,-,-,-,nano,-,〇,-,-,nanoSIM x 2,4.1.0,,,,,APN自動設定は海外対応していない(国際ローミング非対応)ため×ですが公式ルータです。,2020/6/22,〇,
モバイルルーター,Aterm MP02LN,NEC Platforms,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,△,〇,-,-,,1.1.0,,,,,,2020/7/13,,
モバイルルーター,Aterm MR05LN,NEC Platforms,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,△,〇,-,-,,4.1.0,,,,,,2020/7/13,,
モバイルルーター,Aterm MR10LN,NEC Platforms,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,△,〇,-,-,,1.0.0,,,,,,2021/4/5,,
モバイルルーター,Aterm MR51FN,NEC Platforms,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano,〇,〇,-,-,,v1.2.0,,,,,,2023/3/2,〇,
モバイルルーター,Rakuten WiFi Pocket,Rakuten,楽天モバイル,,/assets/img/product/internet/rakuten-wifi-pocket/pht-device-00.png,〇,-,-,-,-,-,標準,-,〇,-,-,,R310_V2.12_20201127,,,,,APN自動設定は海外対応していない(国際ローミング非対応)ため×ですが公式ルータです。,2020/12/4,〇,
モバイルルーター,HUAWEI Mobile WiFi E5785,HUAWEI,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,micro,△,〇,-,-,,E5785-320 10.0.5.1(H180SP6C1332),,,,,APN自動設定は海外対応していない(国際ローミング非対応)ため×ですが公式ルータです。,2020/12/11,,
モバイルルーター,Rakuten WiFi Pocket 2B,Rakuten,楽天モバイル,,/assets/img/product/internet/rakuten-wifi-pocket-2b/pht-device-01.png,〇,-,-,-,-,-,micro,-,〇,-,-,,ZR02M_a7.1,,,,,APN自動設定は海外対応していない(国際ローミング非対応)ため×ですが公式ルータです。,2021/7/21,〇,
モバイルルーター,Rakuten WiFi Pocket 2C,Rakuten,楽天モバイル,,/assets/img/product/internet/rakuten-wifi-pocket-2c/pht-device-01.png,〇,-,-,-,-,-,micro,-,〇,-,-,,ZR03M_a3.0,,,,,APN自動設定は海外対応していない(国際ローミング非対応)ため×ですが公式ルータです。,2022/2/26,〇,
PC,Lenovo Yoga C630,その他,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,〇,-,-,-,,Windows 10 Pro / -,,,,,,2021/9/8,×,
PC,Lenovo ThinkPad X1 Nano Gen1,その他,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano/eSIM,〇,〇,-,-,nanoSIM/eSIM,Windows 10 / T99W175.F0.1.0.0.9.RT.002 064,楽天回線対応デバイスです。,,,,,2021/11/18,〇,
PC,Lenovo ThinkPad X1 Carbon Gen 9,その他,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano/eSIM,〇,〇,-,-,nanoSIM/eSIM,Windows 10 / T99W175.F0.1.0.0.9.RT.002 064,楽天回線対応デバイスです。,,,,,2022/3/29,〇,
PC,Lenovo ThinkPad X1 Yoga Gen 6,その他,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano/eSIM,〇,〇,-,-,nanoSIM/eSIM,Windows 10 / T99W175.F0.1.0.0.9.RT.002 064,楽天回線対応デバイスです。,,,,,2022/3/29,〇,
PC,Lenovo ThinkPad X13s Gen1,その他,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano/eSIM,〇,〇,-,-,nanoSIM/eSIM,Windows 10 / T99W175.F0.6.0.0.6.RT.003,楽天回線対応デバイスです。,,,,,2022/11/30,〇,
PC,Microsoft Surface Go 2 LTE,その他,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,〇,-,-,-,,Windows 10 Pro / -,,,,,,2021/9/8,×,
PC,HP Chromebook x2 11,その他,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,〇,〇,-,-,,Chrome OS 106 / 14996.0.0,楽天回線対応デバイスです。,,,,,2022/10/7,〇,
PC,HP Chromebook x360 13c,その他,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,〇,〇,-,-,,Chrome OS 97 / 18500.5001.00.05.27.17,楽天回線対応デバイスです。,,,,,2022/2/14,×,
PC,HP Spectre x360 13,その他,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,〇,-,-,-,,Windows 10 Pro / -,,,,,,2021/9/8,×,
PC,VAIO SX12,その他,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano,〇,〇,-,-,,Windows11 Pro 64bit / T99W175.F0.1.0.0.9.RT.002,楽天回線対応デバイスです。,,,,,2022/11/30,〇,
PC,VAIO ProPJ,その他,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano,〇,〇,-,-,,Windows11 Pro 64bit / T99W175.F0.1.0.0.9.RT.002,楽天回線対応デバイスです。,,,,,2022/11/30,〇,
PC,VAIO SX14,その他,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano,〇,〇,-,-,,Windows11 Pro 64bit / T99W175.F0.1.0.0.9.RT.002,楽天回線対応デバイスです。,,,,,2022/11/30,〇,
PC,VAIO ProPK,その他,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano,〇,〇,-,-,,Windows11 Pro 64bit / T99W175.F0.1.0.0.9.RT.002,楽天回線対応デバイスです。,,,,,2022/11/30,〇,
Apple,Apple Watch Series 3,Apple Watch,その他,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,,〇,
Apple,Apple Watch Series 3,Apple Watch,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 3,Apple Watch,au,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 3,Apple Watch,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 4,Apple Watch,その他,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 4,Apple Watch,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 4,Apple Watch,au,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 4,Apple Watch,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 5,Apple Watch,その他,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 5,Apple Watch,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 5,Apple Watch,au,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 5,Apple Watch,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 6,Apple Watch,その他,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 6,Apple Watch,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 6,Apple Watch,au,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 6,Apple Watch,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch SE,Apple Watch,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch SE,Apple Watch,その他,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch SE,Apple Watch,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch SE,Apple Watch,au,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch SE,Apple Watch,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 7,Apple Watch,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 7,Apple Watch,その他,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 7,Apple Watch,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 7,Apple Watch,au,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 7,Apple Watch,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 8.5,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/3/18,〇,
Apple,Apple Watch Series 8,Apple Watch,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 9.0,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/9/16,〇,
Apple,Apple Watch Series 8,Apple Watch,その他,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 9.0,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2022/9/16,〇,
Apple,Apple Watch Series 9,Apple Watch,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/apple-watch-setting/,,〇,-,〇,-,-,-,eSIM,〇(海外非サポート) ,×(楽天回線→パートナー回線のみ○),〇,〇,,watchOS 10.0,,ｘ,,,海外ローミング非対応、SMS機能非サポート,2023/9/22,〇,
